TSEAMCET-2017: LAST RANK STATEMENT (FIRST PHASE),,,,,,,,,,,,,,,,,,,,,,,,,,
inst_code,inst_name,place,Dist Name ,co_educ,college_type,year_of_estab,branch_code,branch_name,OC_            BOYS,OC_           GIRLS,BC_A_           BOYS,BC_A_        GIRLS,BC_B_        BOYS,BC_B_      GIRLS,BC_C_         BOYS,BC_C_          GIRLS,BC_D_           BOYS,BC_D_          GIRLS,BC_E_          BOYS,BC_E_             GIRLS,SC_                        BOYS,SC_                       GIRLS,ST_                 BOYS,ST_                    GIRLS,TUITION_FEE_2017,Affiliated_to
MREC,MALLAREDDY ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,11525,11525,37877,37877,19208,21105,23919,23919,19109,20324,34218,69513,66719,70832,47843,103146,78000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,12677,12935,42951,42951,20765,21848,12677,49553,21406,21406,54723,55082,72571,72571,55875,86930,78000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,14406,14971,37667,55922,22741,29148,14406,14971,25299,25835,72443,80093,68358,70220,39657,64368,78000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,20078,44240,55994,66479,33238,90755,61152,61152,28593,99847,71659,71659,73822,99642,51928,54584,78000,JNTUH
MREC,MALLAREDDY ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2002,MIN,MINING ENGINEERING,46567,87721,56995,87721,56810,95773,46567,87721,52224,87721,64137,87721,59685,87721,70661,87721,78000,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,33412,48196,72518,87119,50176,67300,33412,48196,50649,66678,70765,95542,91071,98264,57656,57656,43000,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,23446,25052,86695,86695,45588,46050,43297,43297,41349,45689,88617,88617,100098,100098,100372,100372,43000,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,38836,38836,101791,101791,56909,56909,38836,38836,50969,50969,94958,94958,100157,100157,91697,92245,43000,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,MDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,46991,47337,90221,90221,62858,66576,56281,56281,55095,55933,63041,63041,103172,103172,73239,84879,43000,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,MDL,COED,PVT,2008,INF,INFORMATION TECHNOLOGY,39802,39842,55795,58791,52283,59159,39802,82925,48987,53732,39802,71174,39802,39842,39802,39842,43000,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MEDCHAL,MDL,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,52571,74871,99051,99051,72299,74871,52571,74871,61815,74871,103174,103174,87039,91923,92829,98198,43000,JNTUH
MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY,MAISAMMAGUDA,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,32321,32321,95097,95097,48444,48444,94796,94796,45820,45820,103073,103073,103496,103496,96878,96878,45000,JNTUH
MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY,MAISAMMAGUDA,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,39623,39759,82935,82935,56349,56349,39623,47074,50273,53972,56972,57316,101095,101095,103260,103260,45000,JNTUH
MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY,MAISAMMAGUDA,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,50326,50326,98688,98688,61484,76768,61666,61666,60171,64476,62421,76110,101318,101318,84170,92813,45000,JNTUH
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,SURARAM X RD,MDL,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,42994,NA,100329,NA,56275,NA,55343,NA,55204,NA,94972,NA,98557,NA,96914,40000,JNTUH
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,SURARAM X RD,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,47899,NA,72902,NA,69217,NA,61230,NA,61040,NA,72637,NA,87029,NA,47899,40000,JNTUH
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,26530,26530,75553,78342,43269,43925,90123,90123,40948,43548,94438,99574,98959,102518,96742,96742,48000,JNTUH
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MAISAMMAGUDA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,32527,32527,94379,99019,48994,48994,84185,84185,45400,45400,96291,96291,101237,101237,85449,95832,48000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE,DHULAPALLY,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,30339,30560,77066,88733,46916,63965,32901,32901,39873,65962,73835,88092,88402,93300,69199,69199,60000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE,DHULAPALLY,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,16476,16715,61141,61141,26192,27101,16476,51989,27232,27232,57586,80218,88909,88909,72186,78681,60000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE,DHULAPALLY,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,20769,21703,67281,71453,33764,36293,101407,102428,32575,32575,88769,100273,100651,102533,91903,91903,60000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE,DHULAPALLY,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,25533,26199,82879,82879,41670,46473,25533,38116,38054,38054,91340,91340,92350,94047,86636,86636,60000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE,DHULAPALLY,MDL,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,20030,20593,65343,72541,34230,34230,20030,20593,32305,35561,65220,65220,94961,94961,84233,84233,60000,JNTUH
MRTN,ST MARTINS ENGINEERING COLLEGE,DHULAPALLY,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,31055,69984,95866,95866,49707,85202,90844,90844,46552,69984,90020,90649,103508,103508,102072,102072,60000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,CSE,COMPUTER SCIENCE  AND  ENGINEERING,78724,78724,78724,95445,93028,93028,78724,96544,80285,80285,97638,97638,98255,98285,78724,78724,48000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,70060,97760,70060,97760,70060,97760,70060,97760,70060,97760,70060,97760,70060,97760,79340,97760,48000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86421,86421,99933,99933,86421,86421,86421,86421,102026,102026,86421,86421,101957,101957,88379,96790,48000,JNTUH
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,1999,MEC,MECHANICAL ENGINEERING,86884,87402,86884,87402,86884,87402,86884,87402,86884,87402,86884,87402,102351,102739,90555,99922,48000,JNTUH
MVSR,M V S R ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,1981,AUT,AUTOMOBILE ENGINEERING,15152,22351,42393,51476,21781,45802,100774,100774,24460,33185,15152,100641,68670,94947,42115,98292,95000,OU
MVSR,M V S R ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,1981,CIV,CIVIL ENGINEERING,8348,10689,25657,34569,14168,17550,8348,10689,14929,16260,23425,47025,34035,40520,21409,28591,95000,OU
MVSR,M V S R ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,1981,CSE,COMPUTER SCIENCE  AND  ENGINEERING,3026,3468,14302,21637,5102,7552,3026,19932,5072,6898,9159,20358,28151,28151,26415,26415,95000,OU
MVSR,M V S R ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,1981,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,4151,4891,18833,18833,7434,8446,25103,25103,5771,9011,15698,22381,32722,35004,24150,35197,95000,OU
MVSR,M V S R ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,1981,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,6024,7640,23703,26319,11709,13855,31969,31969,10310,15973,12869,27779,39956,41200,25454,25636,95000,OU
MVSR,M V S R ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,1981,INF,INFORMATION TECHNOLOGY,6543,6665,28216,29441,12141,12141,6543,6665,12678,13540,32774,41107,48235,48235,37213,37213,95000,OU
MVSR,M V S R ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,1981,MEC,MECHANICAL ENGINEERING,5910,11240,23799,59255,12084,24174,5910,70009,9876,18731,6884,62741,38032,51385,26046,32124,95000,OU
NAGL,NAGOLE INST OF TECHNOLOGY SCIENCE,KUNTLOOR,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,83145,97344,96136,97344,90279,102150,83145,97344,83145,97344,89545,97344,83145,97344,96383,97344,38000,JNTUH
NAGL,NAGOLE INST OF TECHNOLOGY SCIENCE,KUNTLOOR,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,69044,69044,101207,101207,91527,92038,69044,69044,71883,91029,102588,102588,97230,102037,77681,77681,38000,JNTUH
NAGL,NAGOLE INST OF TECHNOLOGY SCIENCE,KUNTLOOR,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,102799,102799,102799,102799,102799,102799,102799,102799,102799,102799,102799,102799,102799,102799,102799,102799,38000,JNTUH
NAGL,NAGOLE INST OF TECHNOLOGY SCIENCE,KUNTLOOR,RR,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,102366,102366,102366,102366,102366,102366,102366,102366,102366,102366,102366,102366,102366,102366,102366,102366,38000,JNTUH
NAGL,NAGOLE INST OF TECHNOLOGY SCIENCE,KUNTLOOR,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,100007,100007,103235,103235,100007,100200,100007,100007,100007,100007,100007,100007,100007,100007,100007,100007,38000,JNTUH
NETW,NOBLE COLLEGE OF ENGG TECHNOLOGY FOR WOMEN,NADERGUL,RR,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,76298,NA,93158,NA,100607,NA,76298,NA,91265,NA,103147,NA,76298,NA,76298,35000,JNTUH
NETW,NOBLE COLLEGE OF ENGG TECHNOLOGY FOR WOMEN,NADERGUL,RR,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,101639,NA,101639,NA,101639,NA,101639,NA,101639,NA,101639,NA,101639,NA,101639,35000,JNTUH
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,PDL,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,103087,103087,103087,103087,103087,103087,103087,103087,103087,103087,103087,103087,103087,103087,103087,103087,42000,JNTUH
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,PDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,89990,89990,89990,89990,89990,89990,89990,89990,89990,89990,89990,89990,98568,103272,89990,89990,42000,JNTUH
NGMA,NIGAMA ENGINEERING COLLEGE,KARIMNAGAR,PDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,81256,81256,81256,81256,88014,88014,81256,81256,81256,81256,81256,81256,81256,102275,102255,102255,42000,JNTUH
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,2004,CIV,CIVIL ENGINEERING,52203,52203,74477,74477,52203,52203,52203,52203,52203,52203,52203,52203,53547,53547,72937,83870,35000,JNTUH
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,2004,CSE,COMPUTER SCIENCE  AND  ENGINEERING,94259,95579,94259,95579,102091,102091,94259,101954,94259,95579,94259,95579,98633,98633,94259,95579,35000,JNTUH
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,101778,101778,101778,101778,101778,101778,101778,101778,101778,101778,101778,101778,101778,101778,101778,101778,35000,JNTUH
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CHOUTUPPAL,YBG,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93233,93233,93233,93233,93233,93233,93233,93233,93233,93233,93233,93233,93233,97509,93233,93233,35000,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,GHATKESAR,MDL,COED,PVT,2009,CIV,CIVIL ENGINEERING,45276,49067,81199,81199,56661,69283,57285,57285,55900,91193,45276,69443,90636,102109,78048,86415,65000,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,GHATKESAR,MDL,COED,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,32871,33777,91066,101425,48457,48785,32871,45016,41860,42209,98114,98114,96268,96772,101114,101114,65000,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,GHATKESAR,MDL,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,37083,37083,100551,100551,61493,61493,50613,52526,50222,51187,66730,66730,86618,86618,101235,101235,65000,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,GHATKESAR,MDL,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,53712,58169,67646,67711,69311,69311,53712,58169,61217,77834,72480,72480,61271,61271,53712,92029,65000,JNTUH
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,GHATKESAR,MDL,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,66176,94905,78157,94905,81181,94905,70571,94905,68403,94905,84010,94905,66176,94905,97170,97170,65000,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MAISAMMAGUDA,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,59661,60196,91112,91112,64674,74255,63671,63671,62780,71857,70062,70062,63588,98158,94245,97476,53000,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MAISAMMAGUDA,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,45075,45611,95588,103066,60182,60658,45075,57408,56166,57142,61233,61458,102643,102643,45075,45611,53000,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MAISAMMAGUDA,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51027,51313,78473,78473,64650,64650,54156,54156,57488,60605,66809,66809,86332,86332,51027,51313,53000,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MAISAMMAGUDA,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,69448,69448,90097,96996,100196,100196,69448,69448,73132,73132,69448,86390,69448,69448,69448,69448,53000,JNTUH
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MAISAMMAGUDA,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,80908,80908,87322,92620,93054,93054,80908,80908,81412,81412,94584,96528,80908,80908,92804,92804,53000,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,GHATKESAR,MDL,COED,PVT,2001,CIV,CIVIL ENGINEERING,29138,35141,51190,51190,42400,45754,29138,99406,39264,56536,72717,72717,76250,97629,49141,49141,73500,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,GHATKESAR,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,19863,19943,71355,79268,33783,33827,72266,72266,30036,31032,85519,85519,97755,103295,76536,76536,73500,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,GHATKESAR,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,26071,26934,99891,99891,43113,43675,41412,41412,41334,41713,44297,65498,102124,102124,84270,95323,73500,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,GHATKESAR,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,28012,30726,89804,89804,51816,52404,28012,30726,37231,42808,85808,85808,98295,100306,54373,54373,73500,JNTUH
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,GHATKESAR,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,33828,87066,58433,87066,58442,87066,33828,87066,56726,87066,102592,102592,93512,95723,84379,87066,73500,JNTUH
NRIH,NRI INST OF TECHNOLOGY,KOTHUR,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,92059,92059,92059,92059,92059,92059,92059,92059,92059,92059,92059,92059,92059,92059,94811,94811,50000,JNTUH
NRIH,NRI INST OF TECHNOLOGY,KOTHUR,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,75749,75749,100789,100789,96312,102510,75749,75749,79471,79471,80167,99391,75749,75749,75749,75749,50000,JNTUH
NRIH,NRI INST OF TECHNOLOGY,KOTHUR,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,95994,95994,95994,95994,95994,103037,95994,95994,95994,95994,95994,95994,95994,95994,95994,95994,50000,JNTUH
NRIH,NRI INST OF TECHNOLOGY,KOTHUR,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,94902,94902,94902,94902,94902,94902,94902,94902,94902,94902,94902,94902,94902,94902,94902,94902,50000,JNTUH
NSHT,NISHITHA COLLEGE OF ENGG AND TECHNOLOGY,LEMOOR,RR,COED,PVT,2003,CSE,COMPUTER SCIENCE  AND  ENGINEERING,69992,70796,101249,101249,92358,97004,75725,75725,92820,92820,79166,79166,97905,97905,98487,98487,48000,JNTUH
NSHT,NISHITHA COLLEGE OF ENGG AND TECHNOLOGY,LEMOOR,RR,COED,PVT,2003,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,101799,101799,101799,101799,101799,101799,101799,101799,101799,102956,101799,101799,101799,101799,101799,101799,48000,JNTUH
NSHT,NISHITHA COLLEGE OF ENGG AND TECHNOLOGY,LEMOOR,RR,COED,PVT,2003,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78267,78267,78267,78267,96862,96862,78267,78267,78267,78267,78267,78267,78267,78267,82254,82254,48000,JNTUH
NSHT,NISHITHA COLLEGE OF ENGG AND TECHNOLOGY,LEMOOR,RR,COED,PVT,2003,MEC,MECHANICAL ENGINEERING,92080,92080,92080,100416,92080,96890,92080,92080,92080,98738,101571,101571,97999,97999,92080,101863,48000,JNTUH
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,BME,BIO-MEDICAL ENGINEERING,7558,9048,17178,17178,11027,11027,44649,44649,14973,14973,10152,10152,28592,28592,23853,23853,10000,OU
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,CIV,CIVIL ENGINEERING,2172,2327,6715,6715,3020,3020,2172,2327,2452,3265,2784,13582,8837,8837,7037,8713,10000,OU
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,CSE,COMPUTER SCIENCE  AND  ENGINEERING,573,573,1071,2284,740,753,573,2498,832,832,1088,2087,4783,5032,1415,2448,10000,OU
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,711,818,1881,1881,1019,1148,711,818,1124,1433,2000,2000,5646,5646,5715,5715,10000,OU
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,1243,1243,2572,2572,2044,2240,7414,7414,1476,2508,2167,3387,6220,7402,6159,6159,10000,OU
OUCE,O U COLLEGE OF ENGG  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1925,MEC,MECHANICAL ENGINEERING,1458,2242,6041,6099,1792,3490,3088,3088,2215,3520,2765,8154,8472,10531,7924,8852,10000,OU
OUCT,O U COLLEGE OF TECH  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1969,CHE,CHEMICAL ENGINEERING,5781,5939,16903,16903,7004,8182,5781,5939,7173,7173,14342,14342,18312,18312,17693,19562,10000,OU
OUCT,O U COLLEGE OF TECH  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1969,FPT,FOOD PROCESSING TECHNOLOGY,9788,9788,9788,19501,11686,11686,9788,9788,15884,15884,55370,55370,30879,30879,20968,43152,10000,OU
OUCT,O U COLLEGE OF TECH  HYDERABAD,HYDERABAD,HYD,COED,UNIV,1969,TEX,TEXTILE TECHNOLOGY,12088,12823,33466,33466,14279,15936,12088,42874,20386,20386,54122,54122,30008,39794,28792,28792,10000,OU
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2009,CIV,CIVIL ENGINEERING,NA,95825,NA,95825,NA,95825,NA,95825,NA,95825,NA,95825,NA,95825,NA,95825,52000,JNTUH
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,64020,NA,84475,NA,87369,NA,64020,NA,76558,NA,82813,NA,98446,NA,71444,52000,JNTUH
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,97163,NA,97163,NA,97163,NA,97163,NA,97163,NA,97163,NA,97163,NA,97163,52000,JNTUH
PRIN,PRINCETON COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2002,CIV,CIVIL ENGINEERING,99615,99615,102074,102074,99615,99615,99615,99615,101674,101674,99615,99615,99615,99720,99615,102326,48000,JNTUH
PRIN,PRINCETON COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,66414,67197,88970,94587,83256,83256,66414,67197,66826,78706,86315,86399,66414,67197,66414,67197,48000,JNTUH
PRIN,PRINCETON COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,101299,101299,101299,101299,101299,101299,101299,101299,101299,101299,101299,101299,101299,101299,101299,101299,48000,JNTUH
PRIN,PRINCETON COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95764,95764,95764,95764,95764,95764,95764,95764,95764,95764,95764,95764,95764,95764,95764,95764,48000,JNTUH
PRIN,PRINCETON COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,90425,90425,90425,90425,90425,90425,90425,90425,90425,90425,90425,90425,90425,90425,90425,90425,48000,JNTUH
PRRM,PRRM ENGINEERING COLLEGE,SHABAD,RR,COED,PVT,1998,CSE,COMPUTER SCIENCE  AND  ENGINEERING,92627,94277,92627,99517,94301,99538,92627,94277,92627,94277,92627,94277,92627,94277,92627,94277,35000,JNTUH
PRRM,PRRM ENGINEERING COLLEGE,SHABAD,RR,COED,PVT,1998,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,100266,100266,100266,100266,100266,100266,100266,100266,100266,100266,100266,100266,100266,100266,100266,100266,35000,JNTUH
PRRM,PRRM ENGINEERING COLLEGE,SHABAD,RR,COED,PVT,1998,MEC,MECHANICAL ENGINEERING,102788,102788,102788,102788,102788,102788,102788,102788,102788,102788,102788,102788,102788,102788,102788,102788,35000,JNTUH
RECN,RAMANANDATIRTHA ENGINEERING COLL,NALGONDA,NLG,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,98780,98780,99438,99438,101413,101413,98780,98780,98780,98780,98780,98780,100069,102514,98780,100603,45000,JNTUH
RECN,RAMANANDATIRTHA ENGINEERING COLL,NALGONDA,NLG,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,69710,102850,69710,102850,99586,102850,69710,102850,69710,102850,69710,102850,83984,102850,94926,102850,45000,JNTUH
RECN,RAMANANDATIRTHA ENGINEERING COLL,NALGONDA,NLG,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,75462,75462,75462,75462,75462,75462,75462,75462,75462,75462,75462,75462,97728,97728,90571,90571,45000,JNTUH
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,KUKATPALLY,MDL,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,48405,NA,78064,NA,80390,NA,57596,NA,57433,NA,76892,NA,93284,NA,94283,45000,JNTUH
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,KUKATPALLY,MDL,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,69275,NA,92139,NA,90678,NA,69275,NA,79438,NA,96512,NA,69275,NA,69275,45000,JNTUH
RRST,RRSCOLLEGE OF ENGINEERING AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2003,CIV,CIVIL ENGINEERING,103200,103200,103200,103200,103200,103200,103200,103200,103200,103200,103200,103200,103200,103200,103200,103200,35000,JNTUH
RRST,RRSCOLLEGE OF ENGINEERING AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2003,CSE,COMPUTER SCIENCE  AND  ENGINEERING,88821,88821,101861,101861,101009,102818,96719,96719,88821,88821,88821,102320,101475,101475,88821,102214,35000,JNTUH
RRST,RRSCOLLEGE OF ENGINEERING AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2003,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,90610,100465,90610,100465,102442,102442,90610,100465,90610,101522,90610,100465,90610,100465,90610,100465,35000,JNTUH
RRST,RRSCOLLEGE OF ENGINEERING AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2003,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,46814,46814,46814,46814,79661,79661,46814,46814,46814,46814,46814,46814,80421,80421,96379,96379,35000,JNTUH
