TSEAMCET-2017: LAST RANK STATEMENT (FIRST PHASE),,,,,,,,,,,,,,,,,,,,,,,,,,
inst_code,inst_name,place,Dist Name ,co_educ,college_type,year_of_estab,branch_code,branch_name,OC_            BOYS,OC_           GIRLS,BC_A_           BOYS,BC_A_        GIRLS,BC_B_        BOYS,BC_B_      GIRLS,BC_C_         BOYS,BC_C_          GIRLS,BC_D_           BOYS,BC_D_          GIRLS,BC_E_          BOYS,BC_E_             GIRLS,SC_                        BOYS,SC_                       GIRLS,ST_                 BOYS,ST_                    GIRLS,TUITION_FEE_2017,Affiliated_to
RRST,RRSCOLLEGE OF ENGINEERING AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2003,MEC,MECHANICAL ENGINEERING,72357,72357,72357,96533,100775,100775,72357,72357,72357,72357,72357,72357,98583,98583,72892,82396,35000,JNTUH
SAIK,SRI SAI EDNL SOC GRP OF INSTNS,KODAD,SRP,COED,PVT,2009,CIV,CIVIL ENGINEERING,98511,98511,98511,98511,98511,98511,98511,98511,98511,98511,98511,98511,98511,98511,98511,98511,44700,JNTUH
SAIK,SRI SAI EDNL SOC GRP OF INSTNS,KODAD,SRP,COED,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,64324,64324,64324,64324,64324,64324,64324,64324,64324,64324,64324,64324,64324,64324,64324,64324,44700,JNTUH
SAIK,SRI SAI EDNL SOC GRP OF INSTNS,KODAD,SRP,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,86729,44700,JNTUH
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,61993,61993,67809,67809,89697,89697,61993,61993,61993,75943,61993,61993,97615,97615,87879,90602,51000,JNTUH
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,90444,90444,92056,92056,90444,90444,90444,90444,99868,99868,90444,90444,90444,90444,90444,90444,51000,JNTUH
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,79498,79903,79498,91778,79498,79903,79498,79903,79498,79903,86368,89292,94171,94171,94137,94137,51000,JNTUH
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,SATHUPALLY,KHM,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,67838,93115,67838,93115,92133,93115,67838,93115,67838,93115,90584,93115,100659,100659,103089,103089,51000,JNTUH
SAJW,SAHAJA INSTITUTE OF TECHNSCIENCES FOR WOMEN,REKURTHI,KRM,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,95426,NA,96325,NA,96468,NA,95426,NA,95426,NA,95426,NA,95426,NA,95426,51000,JNTUH
SAJW,SAHAJA INSTITUTE OF TECHNSCIENCES FOR WOMEN,REKURTHI,KRM,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,99241,NA,99241,NA,100112,NA,99241,NA,99241,NA,102256,NA,99241,NA,99241,51000,JNTUH
SAJW,SAHAJA INSTITUTE OF TECHNSCIENCES FOR WOMEN,REKURTHI,KRM,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,91433,NA,91433,NA,91433,NA,91433,NA,91433,NA,91433,NA,91433,NA,91433,51000,JNTUH
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHAMMAM,KHM,COED,PVT,2003,CIV,CIVIL ENGINEERING,47658,49151,101666,101666,63786,76696,47658,63846,73010,74854,89039,89039,74596,74596,67033,89995,58000,JNTUH
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHAMMAM,KHM,COED,PVT,2003,CSE,COMPUTER SCIENCE  AND  ENGINEERING,39125,39125,74227,91769,64573,64573,39125,39125,61321,61321,76327,76327,94276,96135,74816,74816,58000,JNTUH
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHAMMAM,KHM,COED,PVT,2003,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,49862,49862,84555,84555,86824,86824,63716,63716,61583,61583,90797,90797,102112,102112,97639,97639,58000,JNTUH
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHAMMAM,KHM,COED,PVT,2003,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,49352,49352,66677,66677,85612,85612,49352,78799,64959,65195,90527,98777,83725,83725,83088,83926,58000,JNTUH
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHAMMAM,KHM,COED,PVT,2003,MEC,MECHANICAL ENGINEERING,91329,99287,95940,99287,102934,102934,91329,99287,91329,99287,91329,99287,101538,101538,94478,99287,58000,JNTUH
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,67493,77369,87868,93865,98692,101115,88035,88035,85338,86121,102468,102468,101708,101708,83331,89848,62000,JNTUH
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,48101,48265,73385,90510,78119,78119,48101,65406,58108,65347,77994,77994,96303,96303,103276,103276,62000,JNTUH
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52051,52195,73306,90111,68050,83961,52051,52195,63026,69104,52051,86434,52051,101894,97088,97088,62000,JNTUH
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,94356,94356,99985,99985,95302,95302,94356,94356,94356,94356,94356,94356,94356,94356,94356,98758,62000,JNTUH
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,92316,100831,101032,101032,98779,100831,92316,100831,92316,100831,92316,100831,92316,100831,94375,100831,62000,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,GANDIPET,RR,GIRLS,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,24054,NA,66891,NA,35680,NA,58928,NA,38487,NA,69051,NA,92553,NA,98356,55000,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,GANDIPET,RR,GIRLS,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,30919,NA,95717,NA,50002,NA,86575,NA,43538,NA,103006,NA,101333,NA,76214,55000,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,GANDIPET,RR,GIRLS,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,34912,NA,61308,NA,57186,NA,34912,NA,46309,NA,57712,NA,95901,NA,50455,55000,JNTUH
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,GANDIPET,RR,GIRLS,PVT,2001,INF,INFORMATION TECHNOLOGY,NA,28361,NA,71189,NA,48002,NA,71666,NA,48485,NA,71500,NA,93295,NA,96873,55000,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,32027,32027,49012,57740,46373,62126,32027,32027,41586,41586,50317,52078,98467,98946,40724,40724,52000,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,29397,34965,74760,83028,40659,41033,29397,34965,36176,36176,45505,45505,98079,98079,64228,64228,52000,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,67578,82576,67578,82576,71083,87910,72698,82576,72557,82576,71728,82576,67578,82576,95371,95371,52000,JNTUH
SDGI,SREE DATTHA GRP OF INSTNS,IBRAHIMPATAN,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,87077,99144,95268,99144,96802,99144,87077,99144,87077,99144,99702,99702,87077,99144,87077,99144,52000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,82743,98325,93901,103154,100444,100444,82743,98325,85651,100853,100631,100631,99376,99376,90578,98325,45000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,55551,55551,94716,94716,74546,74546,74174,74174,74435,76499,93153,93153,84835,103134,74211,74211,45000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,68689,68689,102571,102571,96783,98619,76126,76126,78168,78168,101717,101717,102861,102861,95878,103243,45000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,68991,68991,91990,101925,95145,95145,68991,68991,81940,81940,100819,100819,85836,85836,77920,100432,45000,JNTUH
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,103019,103019,103019,103019,103019,103019,103019,103019,103019,103019,103019,103019,103019,103019,103019,103019,45000,JNTUH
SIND,SINDHURA COLLEGE OF ENGG AND TECHNOLOGY,GODAVARIKHANI,PDL,COED,PVT,2001,CIV,CIVIL ENGINEERING,103512,103512,97224,97224,103512,103512,103512,103512,103512,103512,103512,103512,103558,103558,103560,103560,35000,JNTUH
SIND,SINDHURA COLLEGE OF ENGG AND TECHNOLOGY,GODAVARIKHANI,PDL,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103558,103558,97649,97649,35000,JNTUH
SIND,SINDHURA COLLEGE OF ENGG AND TECHNOLOGY,GODAVARIKHANI,PDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,87478,87478,87478,87478,87478,87478,87478,87478,87478,87478,87478,87478,87478,87478,87478,87478,35000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,98673,98673,98673,98673,98673,98673,98673,98673,98673,98673,98673,98673,98673,98673,98673,98673,46000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,57123,57123,100783,100783,84859,84859,68769,68769,67793,71295,83777,83777,89846,92692,57123,65755,46000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,97762,97762,100604,100604,97762,101069,97762,97762,97762,97762,100755,100755,97762,97762,97762,97762,46000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,60538,60538,91390,91390,87473,87473,60538,60538,64938,64938,60538,60538,95699,95699,62826,62826,46000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,102013,102013,102013,102013,102013,102013,102013,102013,102013,102013,102013,102013,102013,102383,102013,102013,46000,JNTUH
SKEC,SREE KAVITHA ENGINEERING COLLEGE,KAREPALLY,KHM,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,100920,100920,100920,100920,100920,100920,100920,100920,100920,100920,100920,100920,100920,100920,103290,103290,45000,JNTUH
SKEC,SREE KAVITHA ENGINEERING COLLEGE,KAREPALLY,KHM,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,103341,103341,103341,103341,103341,103341,103341,103341,103341,103341,103341,103341,103341,103341,103341,103341,45000,JNTUH
SKEC,SREE KAVITHA ENGINEERING COLLEGE,KAREPALLY,KHM,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,103512,45000,JNTUH
SKEC,SREE KAVITHA ENGINEERING COLLEGE,KAREPALLY,KHM,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,99280,101524,99280,101524,99280,101524,99280,101524,99280,101524,99280,101524,99280,101524,99280,101524,45000,JNTUH
SLCH,SLCS INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,69976,69976,69976,69976,76951,76951,69976,69976,69976,69976,69976,69976,82620,82620,88957,88957,35000,JNTUH
SLCH,SLCS INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,86442,87400,99506,99506,99984,99984,86442,87400,86442,87400,86442,100340,86442,87400,98235,98235,35000,JNTUH
SLCH,SLCS INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,67832,67832,67832,67832,96993,96993,67832,67832,67832,67832,67832,67832,67832,67832,67832,67832,35000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,74093,83572,101072,101072,100118,100118,74093,83572,88383,88383,83865,83865,86512,97377,74093,83572,48000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,43702,43702,94239,94239,66509,66509,82012,82012,59272,59272,63210,70802,96185,96185,43702,94672,48000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,69248,72427,86253,86253,100824,100824,74423,74423,73235,73235,83399,83399,69248,72427,69248,72427,48000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,102935,102935,102935,102935,102935,102935,102935,102935,102935,102935,102935,102935,102935,102935,102935,102935,48000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,95239,100126,95752,100126,96039,100126,95239,100126,95239,100126,101219,101219,95239,100126,96505,100126,48000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,6739,8220,18942,25520,10389,12521,6739,8220,9925,17259,10864,51971,29576,42696,14350,24999,97000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,2514,3096,10322,16073,4250,6174,13712,13712,5011,6579,14260,26940,25933,31744,21396,23543,97000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,4110,4818,18754,23293,6822,7618,27036,27036,6595,7697,27863,36058,35371,40767,24403,39974,97000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,ECM,ELECTRONICS AND COMPUTER ENGINEERING,11427,11689,51242,51242,19063,19063,91785,91785,19076,20560,59073,77717,95007,95007,57741,99623,97000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,5433,7435,23170,29149,11116,11116,28649,28649,7931,12573,28447,37826,39707,43613,19786,38967,97000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,6325,6477,32489,37731,9479,12281,43848,43848,9503,14393,36167,36167,53198,53198,41589,50245,97000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,6567,13771,26629,54885,13536,27783,38818,38818,10869,26437,27244,71073,40220,68020,23163,49788,97000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,52931,52931,84004,84004,85113,85113,52931,52931,62092,71512,97374,97374,103500,103500,102720,102720,50200,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,60020,62380,99309,99309,83944,100523,83361,83361,79864,93365,94290,94290,97296,97296,60020,62380,50200,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86021,86021,95454,100433,88593,88593,86021,86021,93208,93208,86021,86021,86021,86021,86021,86021,50200,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,98992,98992,98992,98992,98992,98992,98992,98992,98992,98992,98992,98992,98992,98992,98992,98992,50200,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,38155,47739,86335,86335,48272,56049,38155,47739,52438,67610,86362,95383,96391,96391,82558,82558,65000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,25581,25581,82220,97363,44130,46565,25581,57400,38353,43791,70078,70078,103348,103348,103542,103542,65000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,29833,29833,93147,93147,44882,49796,44354,45828,43842,43842,65791,81264,98187,98187,29833,85645,65000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,37563,39498,58013,76792,58146,58146,51484,51484,50550,51336,101479,101479,85022,85022,96925,97475,65000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE,MEDCHAL,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,50756,57811,102103,102103,67740,67740,50756,75398,64344,65251,101826,101826,100528,100528,103418,103418,65000,JNTUH
SPHN,SPOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CIV,CIVIL ENGINEERING,47421,48096,91267,91267,56230,101021,47421,48096,52558,65188,95192,95192,97166,102907,69019,72263,55000,JNTUH
SPHN,SPOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSE,COMPUTER SCIENCE  AND  ENGINEERING,38910,38969,96814,98714,55428,55428,65836,65836,54441,54597,103068,103068,98651,98651,103388,103388,55000,JNTUH
SPHN,SPOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43287,43287,89070,89070,68119,68119,65351,65351,64126,64659,69177,69177,43287,96754,96541,98466,55000,JNTUH
SPHN,SPOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,56656,56656,89740,89740,95961,95961,56656,56656,73249,73249,93914,96792,56656,56656,97482,97482,55000,JNTUH
SPHN,SPOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,MEC,MECHANICAL ENGINEERING,74664,96041,85565,96041,89223,96041,74664,96041,85326,96041,82921,96041,82855,96041,97090,97090,55000,JNTUH
SRHP,S R ENGINEERING COLLEGE,HASANPARTHY,WGU,COED,PVT,2002,CIV,CIVIL ENGINEERING,35824,35824,65450,65450,52086,52086,46886,59016,46569,59799,93094,93688,74933,93848,53168,53168,95000,JNTUH
SRHP,S R ENGINEERING COLLEGE,HASANPARTHY,WGU,COED,PVT,2002,CSE,COMPUTER SCIENCE  AND  ENGINEERING,24722,24722,93440,101890,35777,35777,39258,39258,38558,41529,86967,86967,94865,94865,77288,77288,95000,JNTUH
SRHP,S R ENGINEERING COLLEGE,HASANPARTHY,WGU,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,28698,28709,83405,83405,38688,38688,45833,45833,43603,46388,96663,96663,98559,98559,86892,88106,95000,JNTUH
SRHP,S R ENGINEERING COLLEGE,HASANPARTHY,WGU,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,33881,33881,84427,84427,47099,49150,33881,56001,55984,55984,86345,100719,98246,103170,85763,85763,95000,JNTUH
SRHP,S R ENGINEERING COLLEGE,HASANPARTHY,WGU,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,40570,40922,68944,99256,63066,92166,61006,61006,60807,75672,53172,70575,89820,94863,55236,82905,95000,JNTUH
SRIT,SREE RAMA INST OF TECHNOLOGY AND SCI,PENUBALLI,KHM,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,65678,96641,65678,96641,65678,96641,81307,96641,65678,96641,65678,96641,65678,96641,100442,101713,42000,JNTUH
SRIT,SREE RAMA INST OF TECHNOLOGY AND SCI,PENUBALLI,KHM,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,79455,89673,79455,89673,89900,89900,79455,89673,79455,89673,79455,89673,90623,90623,98332,98332,42000,JNTUH
SRIT,SREE RAMA INST OF TECHNOLOGY AND SCI,PENUBALLI,KHM,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,102337,102914,102337,102914,102337,102914,102337,102914,102337,102914,102337,102914,102337,102914,102337,102914,42000,JNTUH
SRIT,SREE RAMA INST OF TECHNOLOGY AND SCI,PENUBALLI,KHM,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,94862,96307,94862,96307,94862,96307,94862,96307,94862,96307,94862,96307,99079,99079,97893,103362,42000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,WGU,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,66172,NA,85445,NA,78316,NA,66172,NA,67364,NA,73394,NA,66172,NA,96970,55000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,WGU,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,93006,NA,93273,NA,100520,NA,93006,NA,99780,NA,102015,NA,93006,NA,97287,55000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,WGU,GIRLS,PVT,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,101327,NA,101327,NA,101327,NA,101327,NA,101327,NA,101327,NA,101327,NA,101327,55000,JNTUH
SRTI,S R THIRTHA INSTITUTE OF SCINCE AND TECHNOLOGY,NALGONDA,NLG,COED,PVT,1996,CIV,CIVIL ENGINEERING,101557,101557,101557,101557,101557,101557,101557,101557,101557,101557,101557,101557,101557,101557,101557,101557,50000,JNTUH
SRTI,S R THIRTHA INSTITUTE OF SCINCE AND TECHNOLOGY,NALGONDA,NLG,COED,PVT,1996,CSE,COMPUTER SCIENCE  AND  ENGINEERING,100318,100318,100318,100318,100318,100318,100318,100318,100318,100318,100318,100318,100318,100318,100318,100318,50000,JNTUH
SRTI,S R THIRTHA INSTITUTE OF SCINCE AND TECHNOLOGY,NALGONDA,NLG,COED,PVT,1996,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,98850,98850,98850,98850,98854,98854,98850,98850,98850,98850,98850,98850,98850,98850,98850,98850,50000,JNTUH
SRTI,S R THIRTHA INSTITUTE OF SCINCE AND TECHNOLOGY,NALGONDA,NLG,COED,PVT,1996,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78550,96430,78550,96430,78550,96430,78550,96430,78550,96430,78550,96430,78728,103149,98844,98844,50000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CIV,CIVIL ENGINEERING,34360,38158,50124,98291,51910,51910,34360,38158,46480,52543,88357,100238,90762,95287,45942,66053,62000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CSE,COMPUTER SCIENCE  AND  ENGINEERING,24937,24937,77898,87854,37885,37885,101723,101723,34393,37554,101415,101415,97815,103323,90490,98422,62000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,30981,30981,98698,98698,46554,46554,44877,45796,44065,46284,47993,47993,103228,103228,101426,101426,62000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,MEC,MECHANICAL ENGINEERING,45126,94485,100405,100405,59279,94485,60102,94485,61816,94485,63494,95280,98019,98019,89810,94485,62000,JNTUH
SSJV,SSJ ENGINEERING COLLEGE,VATTINAGULAPALLY,RR,COED,PVT,1998,CSE,COMPUTER SCIENCE  AND  ENGINEERING,63736,63736,85080,85080,87464,87464,67090,67090,70251,70251,87410,97776,75401,75401,63736,63736,35000,JNTUH
SSJV,SSJ ENGINEERING COLLEGE,VATTINAGULAPALLY,RR,COED,PVT,1998,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73552,73552,95989,101626,92475,94894,77306,77306,73736,73736,82979,82979,73552,73552,73552,73552,35000,JNTUH
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,17799,NA,60040,NA,29822,NA,69654,NA,25812,NA,29845,NA,90300,NA,95164,62000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN,ABIDS,HYD,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,20497,NA,64727,NA,31496,NA,67848,NA,36595,NA,48931,NA,102759,NA,103515,62000,OU
